dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
1723,4195,EWR,BNA,122,748,EV,2013-10-20,on_time,2013-10-20T21:00:00Z
2058,775,JFK,MSY,187,1182,B6,2013-12-13,on_time,2013-12-14T02:00:00Z
2157,385,EWR,BOS,37,200,UA,2013-05-27,on_time,2013-05-28T01:00:00Z
554,407,EWR,TPA,141,997,UA,2013-10-07,on_time,2013-10-07T10:00:00Z
1929,2437,LGA,MIA,157,1096,AA,2013-12-29,on_time,2013-12-30T00:00:00Z
1643,423,JFK,LAX,397,2475,B6,2013-12-07,late,2013-12-07T21:00:00Z
1604,1695,LGA,TPA,151,1010,DL,2013-02-02,on_time,2013-02-02T21:00:00Z
1135,4567,EWR,MCI,158,1092,EV,2013-07-06,on_time,2013-07-06T15:00:00Z
1425,286,JFK,ROC,48,264,B6,2013-10-06,on_time,2013-10-06T18:00:00Z
1006,1298,EWR,CLE,71,404,UA,2013-12-09,on_time,2013-12-09T15:00:00Z
939,163,LGA,HOU,192,1428,WN,2013-07-29,late,2013-07-29T11:00:00Z
556,301,LGA,ORD,117,733,AA,2013-06-15,on_time,2013-06-15T10:00:00Z
2122,2937,JFK,IAD,51,228,9E,2013-11-28,late,2013-11-29T00:00:00Z
821,4249,EWR,SYR,40,195,EV,2013-04-04,on_time,2013-04-04T12:00:00Z
1524,258,EWR,ORD,97,719,UA,2013-10-09,on_time,2013-10-09T19:00:00Z
857,5,EWR,FLL,139,1065,B6,2013-07-20,on_time,2013-07-20T13:00:00Z
1523,4181,EWR,MCI,146,1092,EV,2013-09-09,on_time,2013-09-09T19:00:00Z
958,1847,LGA,ATL,115,762,DL,2013-10-21,on_time,2013-10-21T14:00:00Z
553,2161,LGA,DCA,43,214,US,2013-01-22,on_time,2013-01-22T11:00:00Z
1657,329,JFK,SJU,187,1598,DL,2013-05-02,on_time,2013-05-02T21:00:00Z
1023,341,LGA,IAH,183,1416,UA,2013-05-18,on_time,2013-05-18T14:00:00Z
1816,35,JFK,PBI,145,1028,B6,2013-05-12,on_time,2013-05-12T22:00:00Z
1315,1639,LGA,RSW,148,1080,B6,2013-07-24,on_time,2013-07-24T17:00:00Z
1147,401,EWR,ATL,98,746,DL,2013-06-25,on_time,2013-06-25T15:00:00Z
719,305,LGA,ORD,116,733,AA,2013-04-26,on_time,2013-04-26T11:00:00Z
1155,1593,EWR,SNA,326,2434,UA,2013-06-14,on_time,2013-06-14T15:00:00Z
1858,1417,EWR,PBI,128,1023,UA,2013-08-02,on_time,2013-08-02T22:00:00Z
1937,155,JFK,MCO,152,944,B6,2013-04-20,on_time,2013-04-20T23:00:00Z
1635,1801,JFK,FLL,143,1069,B6,2013-10-09,on_time,2013-10-09T20:00:00Z
1025,294,EWR,IAH,181,1400,UA,2013-08-22,late,2013-08-22T13:00:00Z
2022,686,JFK,ROC,52,264,B6,2013-06-20,on_time,2013-06-21T00:00:00Z
2156,579,LGA,MDW,95,725,WN,2013-07-16,on_time,2013-07-17T00:00:00Z
1910,3525,JFK,ORD,111,740,9E,2013-07-04,on_time,2013-07-04T23:00:00Z
1449,4357,JFK,ORF,57,290,9E,2013-04-20,on_time,2013-04-20T18:00:00Z
1817,212,EWR,SFO,313,2565,UA,2013-07-01,on_time,2013-07-01T22:00:00Z
1854,645,LGA,ATL,102,762,FL,2013-05-13,on_time,2013-05-13T22:00:00Z
2359,707,JFK,SJU,180,1598,B6,2013-02-22,on_time,2013-02-23T04:00:00Z
1331,5404,LGA,RIC,60,292,EV,2013-12-29,on_time,2013-12-29T18:00:00Z
1324,4403,EWR,MSP,148,1008,EV,2013-02-23,on_time,2013-02-23T18:00:00Z
1312,4564,LGA,DTW,84,502,MQ,2013-02-13,on_time,2013-02-13T18:00:00Z
1609,4299,EWR,DCA,39,199,EV,2013-02-12,on_time,2013-02-12T21:00:00Z
559,1103,LGA,DFW,222,1389,AA,2013-12-13,on_time,2013-12-13T11:00:00Z
1728,4411,EWR,MEM,151,946,EV,2013-12-16,on_time,2013-12-16T22:00:00Z
1411,337,LGA,ORD,106,733,AA,2013-09-27,on_time,2013-09-27T18:00:00Z
624,929,JFK,RSW,155,1074,B6,2013-07-25,on_time,2013-07-25T10:00:00Z
1028,196,JFK,PHX,268,2153,US,2013-06-08,on_time,2013-06-08T14:00:00Z
955,1847,LGA,ATL,113,762,DL,2013-10-16,on_time,2013-10-16T14:00:00Z
626,71,JFK,TPA,167,1005,B6,2013-01-31,on_time,2013-01-31T11:00:00Z
841,1429,LGA,CLT,103,544,US,2013-01-17,on_time,2013-01-17T13:00:00Z
1834,1576,JFK,SAN,321,2446,DL,2013-10-19,on_time,2013-10-19T22:00:00Z
1358,2247,LGA,ATL,105,762,DL,2013-05-13,on_time,2013-05-13T17:00:00Z
1014,1501,EWR,CLT,83,529,US,2013-07-28,on_time,2013-07-28T14:00:00Z
632,2085,LGA,CLT,85,544,US,2013-12-18,on_time,2013-12-18T11:00:00Z
1324,144,LGA,MKE,117,738,WN,2013-12-18,late,2013-12-18T17:00:00Z
608,79,JFK,MCO,146,944,B6,2013-06-07,on_time,2013-06-07T10:00:00Z
1622,3393,JFK,DCA,57,213,9E,2013-10-27,late,2013-10-27T18:00:00Z
657,1665,EWR,LAX,327,2454,UA,2013-06-12,on_time,2013-06-12T11:00:00Z
1451,141,JFK,PBI,136,1028,B6,2013-04-17,on_time,2013-04-17T18:00:00Z
1133,3373,EWR,MSP,154,1008,9E,2013-11-14,on_time,2013-11-14T16:00:00Z
556,2161,LGA,DCA,39,214,US,2013-05-28,on_time,2013-05-28T10:00:00Z
1236,305,LGA,ORD,125,733,AA,2013-12-22,late,2013-12-22T12:00:00Z
1956,171,JFK,SMF,314,2521,B6,2013-05-03,on_time,2013-05-03T23:00:00Z
1542,3416,LGA,RDU,66,431,MQ,2013-09-19,on_time,2013-09-19T19:00:00Z
1508,1587,EWR,RSW,149,1068,UA,2013-06-20,on_time,2013-06-20T18:00:00Z
2041,4571,EWR,MKE,107,725,EV,2013-03-27,on_time,2013-03-28T00:00:00Z
1449,629,JFK,HOU,192,1428,B6,2013-05-01,on_time,2013-05-01T18:00:00Z
1400,1638,EWR,PHX,282,2133,WN,2013-05-02,on_time,2013-05-02T17:00:00Z
1023,1847,LGA,ATL,132,762,DL,2013-01-16,late,2013-01-16T15:00:00Z
1957,4543,EWR,DSM,151,1017,EV,2013-10-31,on_time,2013-11-01T00:00:00Z
1640,647,EWR,IAH,207,1400,UA,2013-02-27,on_time,2013-02-27T21:00:00Z
1700,706,JFK,AUS,217,1521,DL,2013-11-17,on_time,2013-11-17T22:00:00Z
849,1273,JFK,CHS,104,636,B6,2013-12-12,late,2013-12-12T12:00:00Z
2056,4224,EWR,MKE,135,725,EV,2013-11-11,late,2013-11-12T01:00:00Z
2018,3609,JFK,PHL,25,94,9E,2013-01-05,on_time,2013-01-06T01:00:00Z
1950,1485,LGA,MCO,131,950,DL,2013-06-26,on_time,2013-06-26T23:00:00Z
1613,917,JFK,ORD,129,740,B6,2013-04-11,on_time,2013-04-11T19:00:00Z
1507,1171,LGA,FLL,139,1076,B6,2013-08-05,on_time,2013-08-05T18:00:00Z
1707,689,LGA,ORD,101,733,UA,2013-08-25,on_time,2013-08-25T21:00:00Z
1013,1004,JFK,BOS,36,187,B6,2013-06-10,on_time,2013-06-10T14:00:00Z
948,406,EWR,DEN,221,1605,UA,2013-10-11,on_time,2013-10-11T13:00:00Z
703,338,LGA,DEN,224,1620,UA,2013-01-31,on_time,2013-01-31T11:00:00Z
1954,2142,LGA,BOS,34,184,US,2013-05-06,on_time,2013-05-07T00:00:00Z
1118,703,JFK,LAX,309,2475,UA,2013-01-04,on_time,2013-01-04T16:00:00Z
1916,359,LGA,ORD,123,733,AA,2013-02-06,on_time,2013-02-07T00:00:00Z
956,353,LGA,CAK,61,397,FL,2013-09-09,on_time,2013-09-09T14:00:00Z
1440,1205,EWR,SFO,390,2565,UA,2013-11-23,on_time,2013-11-23T19:00:00Z
906,1061,JFK,AUS,219,1521,B6,2013-04-16,on_time,2013-04-16T13:00:00Z
1140,4548,EWR,RDU,66,416,EV,2013-07-17,on_time,2013-07-17T15:00:00Z
1157,1947,LGA,ATL,109,762,DL,2013-05-20,on_time,2013-05-20T16:00:00Z
1733,449,EWR,CLT,72,529,US,2013-05-31,on_time,2013-05-31T21:00:00Z
513,1545,EWR,IAH,191,1400,UA,2013-04-08,on_time,2013-04-08T09:00:00Z
1947,4258,EWR,IAD,44,212,EV,2013-03-04,on_time,2013-03-05T00:00:00Z
1922,15,JFK,FLL,152,1069,B6,2013-06-17,late,2013-06-17T20:00:00Z
1530,1695,EWR,IAH,223,1400,UA,2013-12-25,on_time,2013-12-25T20:00:00Z
859,1092,LGA,ORD,114,733,UA,2013-08-06,on_time,2013-08-06T13:00:00Z
2003,695,LGA,ORD,107,733,UA,2013-03-20,on_time,2013-03-21T00:00:00Z
1604,5486,LGA,PIT,59,335,EV,2013-04-14,on_time,2013-04-14T20:00:00Z
736,4233,EWR,BTV,47,266,EV,2013-07-27,on_time,2013-07-27T11:00:00Z
1606,3199,LGA,CLT,86,544,MQ,2013-09-03,on_time,2013-09-03T19:00:00Z
1512,4583,EWR,PWM,57,284,EV,2013-03-03,on_time,2013-03-03T20:00:00Z
1800,415,JFK,SFO,341,2586,B6,2013-07-27,on_time,2013-07-27T22:00:00Z
1828,1067,LGA,BNA,107,764,WN,2013-05-26,on_time,2013-05-26T22:00:00Z
1251,2181,LGA,DCA,50,214,US,2013-10-10,on_time,2013-10-10T17:00:00Z
2057,2065,JFK,FLL,140,1069,DL,2013-07-17,on_time,2013-07-18T01:00:00Z
627,3832,EWR,DCA,50,199,EV,2013-02-23,on_time,2013-02-23T11:00:00Z
1758,4202,EWR,STL,130,872,EV,2013-10-04,late,2013-10-04T21:00:00Z
1344,1802,JFK,CLT,91,541,US,2013-12-20,on_time,2013-12-20T18:00:00Z
1608,343,LGA,ORD,117,733,AA,2013-06-14,on_time,2013-06-14T20:00:00Z
554,1154,EWR,TPA,148,997,UA,2013-09-25,on_time,2013-09-25T10:00:00Z
1747,145,JFK,SAN,318,2446,AA,2013-09-01,on_time,2013-09-01T21:00:00Z
2057,418,JFK,BOS,36,187,B6,2013-10-10,late,2013-10-11T00:00:00Z
2037,1505,JFK,ABQ,235,1826,B6,2013-06-30,on_time,2013-07-01T00:00:00Z
1329,411,JFK,LAX,326,2475,VX,2013-01-07,on_time,2013-01-07T18:00:00Z
2250,3674,LGA,CLE,67,419,MQ,2013-08-09,late,2013-08-09T22:00:00Z
929,1183,EWR,RSW,163,1068,UA,2013-11-24,on_time,2013-11-24T14:00:00Z
1904,1444,EWR,TPA,150,997,UA,2013-01-01,on_time,2013-01-02T00:00:00Z
1301,411,JFK,LAX,339,2475,VX,2013-11-24,on_time,2013-11-24T18:00:00Z
1147,3483,JFK,BOS,35,187,9E,2013-01-23,on_time,2013-01-23T16:00:00Z
1750,2751,LGA,CLT,85,544,YV,2013-06-07,on_time,2013-06-07T21:00:00Z
1630,4429,LGA,CMH,88,479,MQ,2013-01-22,late,2013-01-22T20:00:00Z
1702,4633,EWR,BTV,47,266,EV,2013-04-18,late,2013-04-18T17:00:00Z
853,63,JFK,SEA,334,2422,B6,2013-10-08,on_time,2013-10-08T13:00:00Z
2200,3494,EWR,MDW,117,711,WN,2013-12-29,late,2013-12-30T01:00:00Z
909,4500,EWR,DTW,99,488,EV,2013-01-22,on_time,2013-01-22T13:00:00Z
930,5483,LGA,MEM,120,963,EV,2013-09-04,on_time,2013-09-04T13:00:00Z
1542,5675,EWR,CMH,72,463,EV,2013-09-10,late,2013-09-10T18:00:00Z
1128,314,EWR,FLL,146,1065,UA,2013-04-30,on_time,2013-04-30T15:00:00Z
2135,3621,JFK,DCA,47,213,MQ,2013-06-12,on_time,2013-06-13T01:00:00Z
739,4233,EWR,BTV,46,266,EV,2013-06-08,on_time,2013-06-08T11:00:00Z
825,4583,EWR,PWM,50,284,EV,2013-07-05,on_time,2013-07-05T12:00:00Z
1420,3728,EWR,ORD,116,719,MQ,2013-02-03,on_time,2013-02-03T19:00:00Z
1932,2159,JFK,MCO,134,944,DL,2013-06-17,late,2013-06-17T22:00:00Z
1645,516,EWR,PHX,300,2133,US,2013-10-17,on_time,2013-10-17T20:00:00Z
1042,971,LGA,FLL,175,1076,B6,2013-12-15,on_time,2013-12-15T15:00:00Z
2045,1787,JFK,TPA,159,1005,AA,2013-03-12,late,2013-03-12T23:00:00Z
1811,1611,LGA,MIA,160,1096,AA,2013-10-18,on_time,2013-10-18T22:00:00Z
1138,1275,JFK,SLC,273,1990,DL,2013-08-10,late,2013-08-10T14:00:00Z
1433,161,JFK,SEA,319,2422,DL,2013-08-10,on_time,2013-08-10T18:00:00Z
2102,2197,LGA,DCA,39,214,US,2013-08-19,on_time,2013-08-20T01:00:00Z
1655,689,LGA,ORD,126,733,UA,2013-11-26,on_time,2013-11-26T22:00:00Z
903,3419,LGA,ATL,106,762,MQ,2013-10-15,on_time,2013-10-15T12:00:00Z
1838,3674,LGA,CLE,75,419,MQ,2013-11-11,on_time,2013-11-11T23:00:00Z
1425,3527,LGA,RDU,70,431,9E,2013-10-13,on_time,2013-10-13T18:00:00Z
1538,4684,EWR,SDF,105,642,EV,2013-08-20,on_time,2013-08-20T19:00:00Z
1329,753,LGA,DFW,206,1389,AA,2013-02-06,on_time,2013-02-06T18:00:00Z
1859,645,LGA,ATL,114,762,FL,2013-03-01,on_time,2013-03-02T00:00:00Z
2048,5681,EWR,RDU,67,416,EV,2013-03-28,late,2013-03-29T00:00:00Z
825,1783,JFK,MCO,147,944,B6,2013-12-30,on_time,2013-12-30T13:00:00Z
2336,1224,EWR,LAX,308,2454,UA,2013-06-24,late,2013-06-25T00:00:00Z
1439,5713,LGA,IAD,53,229,EV,2013-12-26,on_time,2013-12-26T19:00:00Z
1449,1231,LGA,DTW,87,502,DL,2013-02-25,on_time,2013-02-25T19:00:00Z
1645,2223,LGA,STL,125,888,AA,2013-11-14,on_time,2013-11-14T21:00:00Z
1419,2226,LGA,MDW,109,725,WN,2013-05-24,on_time,2013-05-24T17:00:00Z
712,831,LGA,DTW,95,502,DL,2013-12-11,on_time,2013-12-11T12:00:00Z
1441,750,EWR,AUS,226,1504,UA,2013-02-07,on_time,2013-02-07T19:00:00Z
1955,801,JFK,FLL,146,1069,B6,2013-01-27,on_time,2013-01-28T01:00:00Z
2328,4649,LGA,CLE,65,419,EV,2013-06-13,late,2013-06-13T23:00:00Z
1558,3075,JFK,CVG,99,589,MQ,2013-08-03,on_time,2013-08-03T20:00:00Z
1707,1905,EWR,DFW,233,1372,AA,2013-01-02,on_time,2013-01-02T22:00:00Z
809,675,EWR,CLT,88,529,US,2013-02-27,on_time,2013-02-27T13:00:00Z
656,3,JFK,SJU,186,1598,B6,2013-10-17,on_time,2013-10-17T11:00:00Z
1527,856,EWR,CLE,64,404,UA,2013-05-06,on_time,2013-05-06T19:00:00Z
1410,4181,EWR,MCI,160,1092,EV,2013-08-09,late,2013-08-09T18:00:00Z
1522,4178,JFK,ROC,56,264,9E,2013-04-20,on_time,2013-04-20T19:00:00Z
852,1429,LGA,CLT,82,544,US,2013-07-08,on_time,2013-07-08T12:00:00Z
1900,2391,JFK,TPA,135,1005,DL,2013-05-22,on_time,2013-05-22T22:00:00Z
759,553,EWR,RSW,157,1068,B6,2013-05-17,on_time,2013-05-17T12:00:00Z
1540,4668,EWR,SAV,114,708,EV,2013-04-25,late,2013-04-25T17:00:00Z
609,583,JFK,MCO,137,944,B6,2013-08-15,on_time,2013-08-15T10:00:00Z
2006,4191,EWR,BNA,150,748,EV,2013-12-09,late,2013-12-10T00:00:00Z
1731,4154,EWR,DTW,80,488,EV,2013-09-03,on_time,2013-09-03T21:00:00Z
856,1,JFK,LAX,345,2475,AA,2013-03-31,on_time,2013-03-31T13:00:00Z
2003,3433,JFK,PIT,61,340,9E,2013-07-23,late,2013-07-23T23:00:00Z
1433,1111,EWR,LAS,324,2227,UA,2013-11-21,on_time,2013-11-21T19:00:00Z
1455,3765,EWR,ORD,117,719,MQ,2013-04-12,late,2013-04-12T17:00:00Z
1620,3075,JFK,CVG,92,589,MQ,2013-09-17,on_time,2013-09-17T19:00:00Z
2348,1816,JFK,SYR,43,209,B6,2013-07-09,late,2013-07-10T02:00:00Z
925,251,JFK,LAS,294,2248,VX,2013-01-04,on_time,2013-01-04T14:00:00Z
1326,553,JFK,PBI,139,1028,B6,2013-06-21,on_time,2013-06-21T17:00:00Z
834,4560,EWR,PIT,57,319,EV,2013-02-01,late,2013-02-01T11:00:00Z
1322,4294,EWR,SAV,100,708,EV,2013-05-26,on_time,2013-05-26T17:00:00Z
747,4099,EWR,STL,126,872,EV,2013-04-30,on_time,2013-04-30T11:00:00Z
729,183,EWR,SFO,327,2565,VX,2013-05-19,on_time,2013-05-19T11:00:00Z
806,1509,EWR,CLT,81,529,US,2013-06-06,on_time,2013-06-06T12:00:00Z
1923,71,JFK,SLC,268,1990,B6,2013-06-22,on_time,2013-06-22T23:00:00Z
1338,117,JFK,LAX,361,2475,AA,2013-12-06,on_time,2013-12-06T18:00:00Z
1212,4302,EWR,MCI,139,1092,EV,2013-07-16,on_time,2013-07-16T16:00:00Z
1900,91,JFK,OAK,348,2576,B6,2013-04-11,on_time,2013-04-11T23:00:00Z
832,5157,LGA,CLT,88,544,EV,2013-09-25,on_time,2013-09-25T12:00:00Z
644,1591,EWR,IAH,201,1400,UA,2013-06-29,on_time,2013-06-29T10:00:00Z
1520,1600,EWR,LAX,317,2454,UA,2013-04-20,on_time,2013-04-20T19:00:00Z
749,393,EWR,ORD,111,719,UA,2013-03-29,on_time,2013-03-29T11:00:00Z
1703,894,LGA,CLT,91,544,US,2013-06-23,on_time,2013-06-23T21:00:00Z
1927,3899,JFK,CLE,68,425,9E,2013-05-03,on_time,2013-05-03T23:00:00Z
609,303,JFK,SFO,346,2586,UA,2013-06-06,late,2013-06-06T10:00:00Z
626,211,JFK,LAS,299,2248,B6,2013-07-30,on_time,2013-07-30T10:00:00Z
1457,4377,EWR,JAX,117,820,EV,2013-05-02,on_time,2013-05-02T18:00:00Z
1449,1171,LGA,FLL,135,1076,B6,2013-09-27,on_time,2013-09-27T18:00:00Z
1017,4409,EWR,RIC,59,277,EV,2013-03-19,late,2013-03-19T12:00:00Z
1753,1394,JFK,PDX,337,2454,DL,2013-04-29,on_time,2013-04-29T21:00:00Z
921,1223,EWR,DFW,211,1372,AA,2013-10-21,on_time,2013-10-21T13:00:00Z
1939,4131,EWR,RIC,56,277,EV,2013-10-07,late,2013-10-07T22:00:00Z
838,59,JFK,TPA,161,1005,B6,2013-02-28,on_time,2013-02-28T13:00:00Z
1614,4583,EWR,PWM,50,284,EV,2013-06-15,on_time,2013-06-15T20:00:00Z
2042,1071,EWR,BQN,198,1585,UA,2013-06-01,on_time,2013-06-02T00:00:00Z
2311,4378,EWR,BTV,51,266,EV,2013-06-02,late,2013-06-03T01:00:00Z
626,16,EWR,HOU,192,1411,WN,2013-09-16,on_time,2013-09-16T10:00:00Z
2022,1729,JFK,LAS,284,2248,DL,2013-05-08,on_time,2013-05-09T00:00:00Z
2054,1020,JFK,BOS,43,187,B6,2013-01-23,on_time,2013-01-24T01:00:00Z
908,2379,LGA,FLL,149,1076,DL,2013-05-27,on_time,2013-05-27T13:00:00Z
821,1838,JFK,BOS,40,187,AA,2013-08-21,on_time,2013-08-21T12:00:00Z
1858,1643,JFK,SEA,335,2422,DL,2013-08-01,on_time,2013-08-01T23:00:00Z
1817,2370,LGA,PBI,130,1035,DL,2013-08-04,on_time,2013-08-04T22:00:00Z
919,1061,JFK,AUS,208,1521,B6,2013-05-18,on_time,2013-05-18T13:00:00Z
1227,1375,JFK,SLC,277,1990,DL,2013-03-05,on_time,2013-03-05T17:00:00Z
1815,4484,LGA,BNA,105,764,MQ,2013-05-01,on_time,2013-05-01T22:00:00Z
1255,2175,LGA,DCA,47,214,US,2013-04-03,on_time,2013-04-03T17:00:00Z
1355,2247,LGA,ATL,98,762,DL,2013-09-28,on_time,2013-09-28T18:00:00Z
723,234,LGA,ORD,113,733,UA,2013-02-15,on_time,2013-02-15T12:00:00Z
1154,523,EWR,MCO,142,937,B6,2013-01-04,on_time,2013-01-04T17:00:00Z
1420,4372,EWR,DCA,45,199,EV,2013-04-13,on_time,2013-04-13T18:00:00Z
1145,1174,EWR,BOS,37,200,B6,2013-01-29,on_time,2013-01-29T17:00:00Z
1857,155,JFK,MCO,154,944,B6,2013-01-02,on_time,2013-01-02T23:00:00Z
2110,5811,EWR,JAX,115,820,EV,2013-10-12,on_time,2013-10-13T01:00:00Z
1655,753,JFK,PBI,140,1028,B6,2013-10-27,late,2013-10-27T20:00:00Z
1209,625,JFK,HOU,237,1428,B6,2013-02-21,on_time,2013-02-21T17:00:00Z
623,4334,EWR,CMH,81,463,EV,2013-12-13,on_time,2013-12-13T11:00:00Z
833,4296,EWR,RIC,69,277,EV,2013-03-16,on_time,2013-03-16T12:00:00Z
1626,629,JFK,PHX,275,2153,US,2013-09-23,on_time,2013-09-23T20:00:00Z
1535,2280,JFK,FLL,141,1069,DL,2013-06-16,on_time,2013-06-16T19:00:00Z
1959,4457,EWR,PHL,27,80,EV,2013-03-09,on_time,2013-03-10T01:00:00Z
1438,1687,EWR,MCO,132,937,UA,2013-04-16,on_time,2013-04-16T18:00:00Z
1626,4092,EWR,DAY,82,533,EV,2013-04-06,on_time,2013-04-06T20:00:00Z
1949,5038,LGA,BHM,124,866,EV,2013-11-12,on_time,2013-11-13T00:00:00Z
2149,425,JFK,TPA,129,1005,B6,2013-07-20,on_time,2013-07-21T01:00:00Z
1651,44,JFK,BTV,46,266,B6,2013-06-07,late,2013-06-07T19:00:00Z
1455,4434,EWR,MHT,37,209,EV,2013-06-18,on_time,2013-06-18T18:00:00Z
1439,3301,JFK,IND,97,665,9E,2013-09-01,on_time,2013-09-01T18:00:00Z
1300,165,EWR,LAX,326,2454,VX,2013-06-30,on_time,2013-06-30T17:00:00Z
1738,140,EWR,PHX,266,2133,US,2013-04-29,late,2013-04-29T20:00:00Z
2022,915,JFK,SFO,366,2586,B6,2013-11-17,on_time,2013-11-18T01:00:00Z
1748,3486,LGA,BNA,120,764,MQ,2013-11-21,on_time,2013-11-21T23:00:00Z
1753,177,JFK,SFO,333,2586,AA,2013-05-01,on_time,2013-05-01T22:00:00Z
1703,3820,EWR,SDF,104,642,EV,2013-02-03,late,2013-02-03T21:00:00Z
1351,676,EWR,SFO,331,2565,UA,2013-05-18,on_time,2013-05-18T17:00:00Z
1448,393,LGA,MCO,146,950,B6,2013-04-03,on_time,2013-04-03T18:00:00Z
1157,766,JFK,SFO,348,2586,UA,2013-10-29,on_time,2013-10-29T16:00:00Z
1715,197,LGA,STL,125,888,WN,2013-05-13,on_time,2013-05-13T20:00:00Z
625,4241,EWR,DCA,39,199,EV,2013-08-15,on_time,2013-08-15T10:00:00Z
710,443,JFK,MIA,138,1089,AA,2013-07-09,on_time,2013-07-09T11:00:00Z
910,1,JFK,LAX,314,2475,AA,2013-07-27,on_time,2013-07-27T13:00:00Z
1643,1112,EWR,IAH,208,1400,UA,2013-04-12,late,2013-04-12T20:00:00Z
1647,3771,LGA,IAD,53,229,YV,2013-02-01,late,2013-02-01T21:00:00Z
2213,4162,EWR,BTV,45,266,EV,2013-01-15,on_time,2013-01-16T02:00:00Z
2103,1071,EWR,BQN,198,1585,UA,2013-09-19,on_time,2013-09-20T01:00:00Z
557,4252,EWR,MKE,107,725,EV,2013-04-23,on_time,2013-04-23T10:00:00Z
1131,2651,LGA,CLT,75,544,YV,2013-07-16,on_time,2013-07-16T15:00:00Z
1405,4687,EWR,CVG,84,569,EV,2013-10-10,on_time,2013-10-10T17:00:00Z
1601,2065,JFK,SFO,349,2586,DL,2013-05-16,on_time,2013-05-16T20:00:00Z
1309,1895,EWR,CLT,70,529,US,2013-05-14,on_time,2013-05-14T17:00:00Z
1006,1733,LGA,CLT,81,544,US,2013-06-29,late,2013-06-29T11:00:00Z
1427,5713,LGA,IAD,58,229,EV,2013-12-23,on_time,2013-12-23T19:00:00Z
2203,4584,LGA,CLT,88,544,MQ,2013-02-19,late,2013-02-20T02:00:00Z
1252,329,LGA,ORD,106,733,AA,2013-03-21,on_time,2013-03-21T17:00:00Z
647,2493,JFK,MCO,150,944,AA,2013-11-26,on_time,2013-11-26T11:00:00Z
1243,41,JFK,FLL,144,1069,B6,2013-07-20,on_time,2013-07-20T16:00:00Z
1257,2395,EWR,ATL,106,746,DL,2013-02-03,on_time,2013-02-03T18:00:00Z
1335,750,EWR,BOS,36,200,UA,2013-01-10,on_time,2013-01-10T17:00:00Z
1601,141,JFK,SFO,337,2586,DL,2013-10-07,on_time,2013-10-07T19:00:00Z
2307,608,JFK,PWM,51,273,B6,2013-05-09,on_time,2013-05-10T02:00:00Z
1154,3483,JFK,BOS,42,187,9E,2013-03-17,on_time,2013-03-17T16:00:00Z
711,4241,EWR,DCA,37,199,EV,2013-05-03,on_time,2013-05-03T10:00:00Z
554,731,LGA,DTW,75,502,DL,2013-05-08,on_time,2013-05-08T10:00:00Z
2027,915,JFK,SFO,362,2586,B6,2013-12-23,on_time,2013-12-24T01:00:00Z
1538,996,EWR,SFO,350,2565,UA,2013-08-01,late,2013-08-01T19:00:00Z
625,4334,EWR,CMH,69,463,EV,2013-07-18,on_time,2013-07-18T10:00:00Z
1709,15,JFK,FLL,144,1069,B6,2013-04-17,on_time,2013-04-17T21:00:00Z
1636,547,EWR,PBI,142,1023,B6,2013-05-13,on_time,2013-05-13T20:00:00Z
931,223,JFK,LAX,300,2475,B6,2013-09-04,on_time,2013-09-04T13:00:00Z
1102,1031,LGA,DTW,73,502,DL,2013-07-16,on_time,2013-07-16T15:00:00Z
1421,8,JFK,BUF,61,301,B6,2013-05-14,on_time,2013-05-14T18:00:00Z
1324,4552,EWR,GSO,74,445,EV,2013-11-10,on_time,2013-11-10T18:00:00Z
1730,1543,JFK,SEA,316,2422,DL,2013-08-15,on_time,2013-08-15T21:00:00Z
1237,1685,LGA,MCO,132,950,DL,2013-10-28,on_time,2013-10-28T16:00:00Z
1341,431,EWR,DFW,178,1372,UA,2013-09-15,on_time,2013-09-15T17:00:00Z
2157,3845,EWR,GSP,95,594,EV,2013-11-08,on_time,2013-11-09T02:00:00Z
1823,3044,JFK,BWI,47,184,MQ,2013-11-10,on_time,2013-11-10T23:00:00Z
1119,327,LGA,ORD,113,733,AA,2013-10-01,on_time,2013-10-01T15:00:00Z
1940,361,LGA,ORD,105,733,AA,2013-06-10,on_time,2013-06-10T23:00:00Z
1617,85,JFK,SFO,363,2586,AA,2013-06-27,late,2013-06-27T19:00:00Z
1653,4294,EWR,SAV,109,708,EV,2013-04-25,late,2013-04-25T20:00:00Z
1614,1619,LGA,MSP,153,1020,DL,2013-01-18,on_time,2013-01-18T21:00:00Z
2109,4181,EWR,BDL,25,116,EV,2013-03-16,on_time,2013-03-17T01:00:00Z
1307,4297,EWR,DTW,85,488,EV,2013-07-02,on_time,2013-07-02T16:00:00Z
2123,104,JFK,BUF,63,301,B6,2013-04-02,on_time,2013-04-03T01:00:00Z
1029,1605,EWR,LAX,308,2454,UA,2013-03-10,on_time,2013-03-10T14:00:00Z
1841,2911,JFK,CVG,98,589,9E,2013-12-18,on_time,2013-12-18T23:00:00Z
634,797,JFK,LAX,289,2475,UA,2013-09-04,on_time,2013-09-04T10:00:00Z
1942,1485,LGA,MCO,119,950,DL,2013-07-19,on_time,2013-07-19T23:00:00Z
925,1639,LGA,RSW,157,1080,B6,2013-04-11,on_time,2013-04-11T13:00:00Z
